app_name,platform,developer_company,app_category,version_number,version_release_date,is_current_version,initial_app_release_date,apk_format,file_size,detail_page_size,detail_page_downloads,detail_page_top_content_rating,detail_page_top_update_date,detail_page_security_ratio,detail_page_android_os,additional_app_latest_version,uploaded_by,package_name,languages,requires_android,content_rating,architecture,app_permissions_count,additional_app_category,license_required,security_report_label,version_comparison_available,comparison_package_name_displayed,comparison_package_name_latest,comparison_version_displayed,comparison_version_latest,comparison_update_date_displayed,comparison_update_date_latest,comparison_size_displayed,comparison_size_latest,comparison_requires_android_displayed,comparison_requires_android_latest,comparison_architecture_displayed,comparison_architecture_latest,comparison_signature_displayed,comparison_signature_latest,google_play_app_license_displayed,google_play_app_license_latest,same_as_package_name,sha256,verified_by,trusted_app_label,security_scan_result,security_scan_date,update_description,update_description_raw,standardized_update_categories,standardized_summary,feature_specificity,feature_text_sufficient_for_research,detail_page_version,detail_page_update_date,version_history_source,version_history_source_url,detail_source_url,detail_url_source_method,detail_url_version_slug,detail_url_matches_displayed_version,source_note
Google Chrome,Android,Google LLC,Communication,144.0.7559.90,"Jan 22, 2026",False,"February 7, 2012 (beta)",,24.2 MB,24.2 MB,1K+,,"Jan 22, 2026",,,Trusted App,Jlal Kloub,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,144.0.7559.90,,Remove ads with APKPure Premium,What's New in Version 144.0.7559.90,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 144.0.7559.90 was released on Jan 22, 2026 by Google LLC. The app download size is 24.2 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,144.0.7559.90,"Jan 22, 2026",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/144.0.7559.90,actual_href_from_versions_page,144.0.7559.90,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,144.0.7559.77,"Jan 21, 2026",False,"February 7, 2012 (beta)",,24.2 MB,24.2 MB,1K+,,"Jan 21, 2026",,,Trusted App,Jlal Kloub,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,144.0.7559.77,,Remove ads with APKPure Premium,What's New in Version 144.0.7559.77,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 144.0.7559.77 was released on Jan 21, 2026 by Google LLC. The app download size is 24.2 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,144.0.7559.77,"Jan 21, 2026",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/144.0.7559.77,actual_href_from_versions_page,144.0.7559.77,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,144.0.7559.76,"Jan 21, 2026",False,"February 7, 2012 (beta)",,24.2 MB,24.2 MB,1K+,,"Jan 21, 2026",,,Trusted App,Hassan Zobeidi,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,144.0.7559.76,,Remove ads with APKPure Premium,What's New in Version 144.0.7559.76,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 144.0.7559.76 was released on Jan 21, 2026 by Google LLC. The app download size is 24.2 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,144.0.7559.76,"Jan 21, 2026",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/144.0.7559.76,actual_href_from_versions_page,144.0.7559.76,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,143.0.7499.192,"Jan 8, 2026",False,"February 7, 2012 (beta)",,24.1 MB,24.1 MB,1K+,,"Jan 8, 2026",,,Trusted App,Hassan Zobeidi,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,143.0.7499.192,,Remove ads with APKPure Premium,What's New in Version 143.0.7499.192,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 143.0.7499.192 was released on Jan 8, 2026 by Google LLC. The app download size is 24.1 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,143.0.7499.192,"Jan 8, 2026",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/143.0.7499.192,actual_href_from_versions_page,143.0.7499.192,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,143.0.7499.146,"Dec 19, 2025",False,"February 7, 2012 (beta)",,24.1 MB,24.1 MB,1K+,,"Dec 19, 2025",,,Trusted App,А' К',com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,143.0.7499.146,,Remove ads with APKPure Premium,What's New in Version 143.0.7499.146,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 143.0.7499.146 was released on Dec 19, 2025 by Google LLC. The app download size is 24.1 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,143.0.7499.146,"Dec 19, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/143.0.7499.146,actual_href_from_versions_page,143.0.7499.146,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,143.0.7499.109,"Dec 11, 2025",False,"February 7, 2012 (beta)",,24.1 MB,24.1 MB,1K+,,"Dec 11, 2025",,,Trusted App,Hassan Zobeidi,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,143.0.7499.109,,Remove ads with APKPure Premium,What's New in Version 143.0.7499.109,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 143.0.7499.109 was released on Dec 11, 2025 by Google LLC. The app download size is 24.1 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,143.0.7499.109,"Dec 11, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/143.0.7499.109,actual_href_from_versions_page,143.0.7499.109,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,143.0.7499.52,"Dec 9, 2025",False,"February 7, 2012 (beta)",,24.1 MB,24.1 MB,1K+,,"Dec 9, 2025",,,Trusted App,Phạm Đăng Dũng,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,143.0.7499.52,,Remove ads with APKPure Premium,What's New in Version 143.0.7499.52,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 143.0.7499.52 was released on Dec 9, 2025 by Google LLC. The app download size is 24.1 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,143.0.7499.52,"Dec 9, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/143.0.7499.52,actual_href_from_versions_page,143.0.7499.52,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,142.0.7444.173,"Dec 3, 2025",False,"February 7, 2012 (beta)",,23.7 MB,23.7 MB,1K+,,"Dec 3, 2025",,,Trusted App,Phạm Đăng Dũng,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,142.0.7444.173,,Remove ads with APKPure Premium,What's New in Version 142.0.7444.173,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 142.0.7444.173 was released on Dec 3, 2025 by Google LLC. The app download size is 23.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,142.0.7444.173,"Dec 3, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/142.0.7444.173,actual_href_from_versions_page,142.0.7444.173,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,142.0.7444.171,"Nov 27, 2025",False,"February 7, 2012 (beta)",,23.7 MB,23.7 MB,1K+,,"Nov 27, 2025",,,Trusted App,Jlal Kloub,com.android.chrome,,,,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,142.0.7444.171,,Remove ads with APKPure Premium,What's New in Version 142.0.7444.171,1K+,,,,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,APKPURE,Trusted App,,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 142.0.7444.171 was released on Nov 27, 2025 by Google LLC. The app download size is 23.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,142.0.7444.171,"Nov 27, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/142.0.7444.171,actual_href_from_versions_page,142.0.7444.171,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,141.0.7390.43,"Oct 7, 2025",False,"February 7, 2012 (beta)",,24.9 MB,24.9 MB,60K+,,"Oct 7, 2025",,,Trusted App,Hassan Zobeidi,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,141.0.7390.43,,Remove ads with APKPure Premium,What's New in Version 141.0.7390.43,60K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 141.0.7390.43 was released on Oct 7, 2025 by Google LLC. The app download size is 24.9 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,141.0.7390.43,"Oct 7, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/141.0.7390.43,actual_href_from_versions_page,141.0.7390.43,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,140.0.7339.207,"Sep 29, 2025",False,"February 7, 2012 (beta)",,24.7 MB,24.7 MB,7K+,,"Sep 29, 2025",,,Trusted App,Phạm Đăng Dũng,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,140.0.7339.207,,Remove ads with APKPure Premium,What's New in Version 140.0.7339.207,7K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 140.0.7339.207 was released on Sep 29, 2025 by Google LLC. The app download size is 24.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,140.0.7339.207,"Sep 29, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/140.0.7339.207,actual_href_from_versions_page,140.0.7339.207,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,140.0.7339.155,"Sep 22, 2025",False,"February 7, 2012 (beta)",,24.7 MB,24.7 MB,6K+,,"Sep 22, 2025",,,Trusted App,Jlal Kloub,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,140.0.7339.155,,Remove ads with APKPure Premium,What's New in Version 140.0.7339.155,6K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 140.0.7339.155 was released on Sep 22, 2025 by Google LLC. The app download size is 24.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,140.0.7339.155,"Sep 22, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/140.0.7339.155,actual_href_from_versions_page,140.0.7339.155,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,140.0.7339.123,"Sep 15, 2025",False,"February 7, 2012 (beta)",,24.7 MB,24.7 MB,6K+,,"Sep 15, 2025",,,Trusted App,Jlal Kloub,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,140.0.7339.123,,Remove ads with APKPure Premium,What's New in Version 140.0.7339.123,6K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 140.0.7339.123 was released on Sep 15, 2025 by Google LLC. The app download size is 24.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,140.0.7339.123,"Sep 15, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/140.0.7339.123,actual_href_from_versions_page,140.0.7339.123,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,140.0.7339.51,"Sep 9, 2025",False,"February 7, 2012 (beta)",,24.7 MB,24.7 MB,5K+,,"Sep 9, 2025",,,Trusted App,Hassan Zobeidi,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,140.0.7339.51,,Remove ads with APKPure Premium,What's New in Version 140.0.7339.51,5K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 140.0.7339.51 was released on Sep 9, 2025 by Google LLC. The app download size is 24.7 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,140.0.7339.51,"Sep 9, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/140.0.7339.51,actual_href_from_versions_page,140.0.7339.51,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,139.0.7258.158,"Aug 29, 2025",False,"February 7, 2012 (beta)",,24.6 MB,24.6 MB,8K+,,"Aug 29, 2025",,,Trusted App,А' К',com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,139.0.7258.158,,Remove ads with APKPure Premium,What's New in Version 139.0.7258.158,8K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 139.0.7258.158 was released on Aug 29, 2025 by Google LLC. The app download size is 24.6 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,139.0.7258.158,"Aug 29, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/139.0.7258.158,actual_href_from_versions_page,139.0.7258.158,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,139.0.7258.143,"Aug 22, 2025",False,"February 7, 2012 (beta)",,24.6 MB,24.6 MB,5K+,,"Aug 22, 2025",,,Trusted App,А' К',com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,139.0.7258.143,,Remove ads with APKPure Premium,What's New in Version 139.0.7258.143,5K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 139.0.7258.143 was released on Aug 22, 2025 by Google LLC. The app download size is 24.6 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,139.0.7258.143,"Aug 22, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/139.0.7258.143,actual_href_from_versions_page,139.0.7258.143,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Google Chrome,Android,Google LLC,Communication,139.0.7258.62,"Aug 11, 2025",False,"February 7, 2012 (beta)",,24.6 MB,24.6 MB,2K+,,"Aug 11, 2025",,,Trusted App,Hassan Zobeidi,com.android.chrome,,"Android 10.0+ (Q, API 29)",,arm64-v8a,,,,Google Chrome,Yes,com.android.chrome,com.android.chrome,139.0.7258.62,,Remove ads with APKPure Premium,What's New in Version 139.0.7258.62,2K+,,"Android 10.0+ (Q, API 29)",,arm64-v8a,arm64-v8a,38918a453d07199354f8b19af05ec6562ced5788,38918a453d07199354f8b19af05ec6562ced5788,Not Required,Not Required,,,,Trusted App,Secure,,Thanks for choosing Chrome! This release includes stability and performance improvements.,"Google Chrome is a web browser app that helps you search and browse quickly. Download and install old versions of Google Chrome that suits your device model and enjoy your favorite features! Thanks for choosing Chrome! This release includes stability and performance improvements. Google Chrome old version 139.0.7258.62 was released on Aug 11, 2025 by Google LLC. The app download size is 24.6 MB. We recommend you download the latest version of Google Chrome for the new features and better performance. Download the Latest Version Check out the detailed comparison between the latest and old version of Google Chrome, including the file size and Android system requirements.",Bug fixes / performance improvements; UI / design changes; AI-related features; Personalization / recommendations; Browser / browsing features; New product feature,Version-specific note suggests: Thanks for choosing Chrome! This release includes stability and performance improvements.,version_specific_or_actionable,True,139.0.7258.62,"Aug 11, 2025",APKPure,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/versions,https://apkpure.com/google-chrome-fast-secure/com.android.chrome/download/139.0.7258.62,actual_href_from_versions_page,139.0.7258.62,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
